,participant,day,block,trial_id,position,grasp,signal
10,1,1,1,11,5,4,"[[ 9.2367773e-06  8.3722089e-06  7.4468016e-06 ...  3.0133961e-06
   8.7869385e-06  9.1899856e-06]
 [ 2.5181496e-05  2.6510559e-05  2.7681346e-05 ...  3.5441524e-05
   3.7582879e-05  3.8504877e-05]
 [ 1.1690092e-05  8.7623202e-06  1.1183021e-05 ...  2.0696079e-05
   2.0112415e-05  1.6233487e-05]
 ...
 [-5.5449304e-06 -6.3875996e-06 -1.0157982e-05 ... -7.2715911e-06
  -7.0524779e-06 -7.0468450e-06]
 [-1.1496095e-05 -1.2780905e-05 -1.3809570e-05 ... -1.2875768e-05
  -1.3084067e-05 -1.2505988e-05]
 [-4.9983960e-06 -1.2761816e-05 -1.6577464e-05 ... -3.1901865e-05
  -2.1925413e-05 -1.1166437e-05]]"
11,1,1,1,12,5,4,"[[ 1.10035789e-05  1.15605635e-05  1.14166969e-05 ... -7.82822735e-06
  -4.79151504e-06 -1.41418855e-06]
 [ 2.21461014e-05  2.32060447e-05  2.38637476e-05 ...  1.59728224e-05
   1.79989966e-05  1.83297088e-05]
 [ 7.74536784e-06  8.43985526e-06  7.30539841e-06 ...  1.22920819e-05
   1.12854696e-05  1.01294527e-05]
 ...
 [-1.00992829e-05 -1.01171981e-05 -1.12880434e-05 ... -6.76682248e-06
  -5.69564781e-06 -5.71807004e-06]
 [-1.38426203e-05 -1.19765245e-05 -1.10784486e-05 ... -3.10706491e-06
  -3.35947618e-07  7.04742433e-07]
 [-1.01288497e-05 -8.97337395e-06 -7.74203727e-06 ... -2.53397343e-06
  -5.47336913e-06 -9.20748698e-06]]"
12,1,1,1,13,5,4,"[[ 1.04112114e-05  1.24080188e-05  1.30280041e-05 ...  9.72803628e-06
   1.10053716e-05  1.04815535e-05]
 [ 1.99219812e-05  1.98028265e-05  1.95123885e-05 ...  2.78518455e-05
   3.33717944e-05  3.51779381e-05]
 [ 1.01998057e-05  1.10947740e-05  1.01698924e-05 ...  1.01592123e-05
   3.20489344e-05  5.45435505e-05]
 ...
 [-3.98743759e-06 -3.02885610e-06 -5.24260213e-06 ... -7.95499091e-06
  -8.90059619e-06 -8.48290711e-06]
 [-5.04758236e-06 -7.02938451e-06 -9.29866746e-06 ... -1.24184817e-05
  -1.24231901e-05 -1.12298085e-05]
 [-8.53468009e-06 -1.10746787e-05 -1.16756946e-05 ... -9.97287771e-06
  -8.94228469e-06 -9.03592263e-06]]"
13,1,1,1,14,5,4,"[[ 1.03571520e-05  1.21644271e-05  1.41240098e-05 ...  5.34972924e-06
   5.24378402e-06  6.38912616e-06]
 [ 2.24927280e-05  2.18964924e-05  2.18192472e-05 ...  1.16001120e-05
   1.07831420e-05  1.26335335e-05]
 [ 1.06955913e-05  1.04172641e-05  1.03961183e-05 ... -9.52538448e-06
  -9.42326642e-06 -3.28400938e-06]
 ...
 [-1.29612736e-05 -1.30734797e-05 -1.24422704e-05 ... -1.23532081e-05
  -1.13734850e-05 -9.96781182e-06]
 [-9.33923548e-06 -8.79081290e-06 -9.70605561e-06 ... -1.75668956e-05
  -1.51921458e-05 -1.28668298e-05]
 [-8.36339768e-06 -8.42138343e-06 -8.36368508e-06 ... -1.90093317e-06
  -1.75508831e-06 -5.68865789e-06]]"
14,1,1,1,15,5,4,"[[ 1.57780287e-05  1.57404265e-05  1.52206285e-05 ...  1.42869503e-05
   1.66621849e-05  1.86897123e-05]
 [ 2.21327100e-05  2.19193371e-05  1.97905592e-05 ...  2.03253167e-05
   2.04800508e-05  2.20353741e-05]
 [ 5.69815302e-06  6.34708249e-06  6.33486252e-06 ...  1.18241687e-05
   4.39453743e-06 -9.41152337e-07]
 ...
 [-1.68231259e-06 -1.67467749e-06 -1.97947816e-06 ... -5.73280477e-06
  -6.12680742e-06 -6.66494225e-06]
 [-1.03433081e-06 -4.02601881e-06 -7.67130769e-06 ... -6.60276874e-06
  -5.04127456e-06 -4.43527551e-06]
 [-9.06563491e-06 -8.83919711e-06 -1.00296356e-05 ... -7.66386165e-06
  -2.13141266e-06  1.74253614e-06]]"
15,1,1,1,16,6,5,"[[-3.06222755e-05 -2.02971078e-05 -1.00696052e-05 ...  2.46825712e-05
   2.06903005e-05  1.94866443e-05]
 [ 1.75342029e-05  1.53731671e-05  1.77764323e-05 ...  2.12746581e-05
   2.08756173e-05  2.50978774e-05]
 [ 1.03333305e-05  8.84488509e-06  9.05815159e-06 ...  5.28005239e-06
   8.06188382e-06  1.00947809e-05]
 ...
 [-8.15704061e-06 -7.80876053e-06 -4.36510391e-06 ... -1.43242221e-06
   2.53499979e-06  4.76675405e-06]
 [-2.61561945e-05 -2.10861926e-05 -8.43268663e-06 ... -8.01635724e-06
  -6.83378084e-06 -5.85223870e-06]
 [-7.17448984e-06 -1.57667102e-06  3.68120527e-06 ... -8.01969122e-07
   2.00975080e-07  1.99243505e-06]]"
16,1,1,1,17,6,5,"[[ 8.2337128e-06  8.9956629e-06  9.0572266e-06 ...  1.4379819e-05
   2.0136260e-05  2.5830994e-05]
 [ 2.0474887e-05  1.9811599e-05  1.9800911e-05 ...  2.8858105e-07
   2.9085222e-06  7.3306924e-06]
 [ 9.6759113e-06  9.1998118e-06  9.7090506e-06 ...  1.0412712e-05
   9.7319735e-06  8.8841425e-06]
 ...
 [-7.4433224e-06 -7.1050604e-06 -9.0377534e-06 ... -8.1939179e-06
  -9.2579903e-06 -8.6484897e-06]
 [-1.3458878e-05 -1.4363111e-05 -1.6437996e-05 ... -1.0473194e-05
  -1.1975184e-05 -1.3457174e-05]
 [-6.9485986e-06 -8.9330324e-06 -1.0382288e-05 ...  4.9587929e-06
   4.8143938e-06  7.1120630e-06]]"
17,1,1,1,18,6,5,"[[ 2.9701700e-05  3.0199726e-05  3.0968895e-05 ...  8.1656668e-05
   5.2741401e-05  2.4213354e-05]
 [ 2.7398430e-05  2.4089020e-05  1.7787186e-05 ...  5.4120883e-05
   5.1151503e-05  4.6332676e-05]
 [ 1.0138336e-05  1.0412783e-05  1.0697713e-05 ...  1.1233860e-05
   9.8834043e-06  9.0682342e-06]
 ...
 [-4.6225946e-06 -5.7049906e-06 -9.5720698e-06 ... -8.3882851e-06
  -8.9909590e-06 -1.1736462e-05]
 [-8.6121381e-06 -1.0403444e-05 -1.3604475e-05 ... -1.6070966e-06
   5.5381122e-07 -2.3322937e-06]
 [-5.0433027e-06 -4.3590321e-06 -2.4374667e-06 ...  5.0983003e-06
  -8.2513034e-06 -2.3465673e-05]]"
18,1,1,1,19,6,5,"[[ 8.26123414e-06  9.22847721e-06  8.60336149e-06 ...  5.61568668e-05
   6.89690423e-05  6.73311151e-05]
 [ 3.86407237e-06 -1.75227672e-06  1.44074602e-06 ...  7.41505719e-05
   5.90345335e-05  4.23403944e-05]
 [ 6.06659387e-06  4.71850308e-06  5.49851984e-06 ...  8.54347854e-06
   7.61114416e-06  9.61316618e-06]
 ...
 [-1.43586194e-05 -1.52908524e-05 -1.63351851e-05 ... -7.62651234e-06
  -8.78082301e-06 -9.49302739e-06]
 [-8.38413416e-06 -8.58653311e-06 -8.49708613e-06 ... -1.13913275e-05
  -1.12503221e-05 -1.01641735e-05]
 [-7.28092300e-06 -9.49479818e-06 -1.19798196e-05 ... -7.03620481e-06
  -2.08512301e-06 -3.83775813e-07]]"
19,1,1,1,20,6,5,"[[ 1.30740573e-05  1.24417293e-05  1.18056651e-05 ...  9.85007646e-05
   1.03754843e-04  1.04524108e-04]
 [ 1.98104317e-05  2.05821088e-05  2.14140928e-05 ...  3.95078278e-05
   3.68187139e-05  3.44337022e-05]
 [ 8.05724994e-06  8.50203014e-06  9.62110789e-06 ... -2.62469093e-05
  -4.59593393e-05 -5.49371543e-05]
 ...
 [-1.19530505e-05 -1.12503685e-05 -1.10556848e-05 ... -9.78622211e-06
  -1.02048871e-05 -1.06809466e-05]
 [-1.41706405e-05 -1.44745072e-05 -1.43957668e-05 ... -4.04885941e-06
  -2.81943267e-06 -3.22139977e-06]
 [-1.24168791e-05 -1.20533396e-05 -9.36776905e-06 ...  1.52429539e-05
   1.62340748e-05  1.71083466e-05]]"
20,1,1,1,21,8,2,"[[ 8.39579934e-06  1.07293963e-05  1.39499052e-05 ...  1.53923575e-05
   1.46742950e-05  1.49406287e-05]
 [ 4.12890840e-05  3.96582545e-05  3.57779354e-05 ...  2.66547922e-05
   2.85412752e-05  3.06820075e-05]
 [ 6.37808398e-06  6.89853914e-06  8.53683741e-06 ...  1.02019794e-05
   1.03867060e-05  9.83214977e-06]
 ...
 [-1.50878905e-05 -1.72051041e-05 -1.78540540e-05 ... -7.01621821e-06
  -1.19863435e-05 -1.20345421e-05]
 [-1.51017766e-05 -1.58540388e-05 -1.61479693e-05 ... -9.86088071e-06
  -9.75927651e-06 -1.10115488e-05]
 [-3.32267045e-05 -3.68819856e-05 -3.95716233e-05 ... -7.86740566e-06
  -2.37535801e-06  3.84189252e-06]]"
21,1,1,1,22,8,2,"[[ 2.0148856e-05  2.1137952e-05  2.0788548e-05 ...  9.4085071e-06
   5.4529442e-06  3.0613394e-06]
 [ 2.7185370e-05  2.7272043e-05  2.4957231e-05 ...  3.2711334e-05
   2.5951815e-05  1.9802943e-05]
 [ 8.7682120e-06  9.6540689e-06  9.3702201e-06 ...  8.9400501e-06
   8.4438007e-06  7.7099476e-06]
 ...
 [-3.0169615e-06 -1.7254132e-06 -2.3748912e-06 ... -8.4781504e-06
  -8.9760451e-06 -7.7394516e-06]
 [-7.0618639e-06 -4.0657751e-06 -1.8367494e-06 ... -3.3410745e-06
  -3.0012270e-06 -3.0412434e-06]
 [-6.7321280e-06 -5.5443529e-06 -4.3822110e-06 ... -1.7713797e-05
  -1.7126684e-05 -1.7448900e-05]]"
22,1,1,1,23,8,2,"[[ 1.1385583e-05  1.2853296e-05  1.4369344e-05 ...  9.7376524e-06
   9.3985027e-06  7.9890633e-06]
 [ 1.8766663e-05  2.1951766e-05  2.3918874e-05 ...  2.4389448e-05
   2.6107642e-05  2.4254592e-05]
 [ 7.4784411e-06  9.5219430e-06  9.9467889e-06 ...  1.1748824e-05
   1.1972897e-05  1.3013762e-05]
 ...
 [-8.0754544e-06 -7.5182093e-06 -8.6651480e-06 ... -3.6963322e-06
  -3.5775970e-06 -3.5096748e-06]
 [-1.6765271e-05 -1.5318479e-05 -1.6902091e-05 ... -1.3020965e-05
  -1.4760262e-05 -1.3369552e-05]
 [-8.6098571e-06 -1.0071377e-05 -1.1853588e-05 ... -1.1501406e-05
  -1.3332864e-05 -1.3745034e-05]]"
23,1,1,1,24,8,2,"[[ 4.4553161e-07 -6.6474695e-07  3.9653523e-06 ...  1.5796621e-05
   1.6056325e-05  1.6838951e-05]
 [ 2.6997739e-05  2.4560539e-05  2.7200842e-05 ...  2.6295605e-05
   3.0383339e-05  3.2272659e-05]
 [ 1.0831963e-05  1.2659509e-05  1.3929982e-05 ...  5.8138444e-06
   7.8296507e-06  9.1363845e-06]
 ...
 [-1.4648492e-05 -1.5114907e-05 -1.3797836e-05 ...  6.7427727e-06
  -6.6977134e-07 -6.4308656e-06]
 [-1.5446854e-05 -1.5288810e-05 -1.4368387e-05 ... -4.1233939e-06
  -7.5746048e-06 -9.4265124e-06]
 [-9.9482268e-06 -8.3353434e-06 -7.1860668e-06 ... -5.3488561e-06
  -7.3994065e-06 -1.1271762e-05]]"
24,1,1,1,25,8,2,"[[ 9.57237171e-06  1.57660925e-05  2.11386923e-05 ...  6.87383272e-06
   7.66993799e-06  9.36899960e-06]
 [ 1.14188688e-05  1.19659035e-05  1.50265669e-05 ...  2.60702909e-05
   2.77093113e-05  3.25473557e-05]
 [ 1.44900660e-05  1.56434489e-05  1.41280743e-05 ...  6.60647174e-06
   5.78042864e-06  5.70824386e-06]
 ...
 [-1.08235272e-05 -7.54162420e-06 -7.60166904e-06 ... -1.09544471e-05
  -1.01603928e-05 -1.10967785e-05]
 [-1.94300883e-05 -1.66874070e-05 -1.21267976e-05 ... -1.64723206e-05
  -1.46431285e-05 -1.37829857e-05]
 [-1.01273417e-05 -8.82623317e-06 -8.55666531e-06 ... -1.24901871e-05
  -1.11633672e-05 -1.17363470e-05]]"
25,1,1,1,26,2,5,"[[ 6.50737420e-05  1.48052422e-05 -4.32877969e-05 ...  1.01690035e-04
   5.99893137e-05  8.36952677e-06]
 [ 2.17056968e-05  1.74764828e-05  1.61732914e-05 ...  2.09973441e-05
  -3.20426352e-07 -2.07818066e-05]
 [ 1.43990783e-05  1.28360716e-05  1.14147933e-05 ... -7.50974823e-06
  -1.06052294e-05 -1.17699383e-05]
 ...
 [ 5.27784277e-06  2.12043165e-06 -4.18326817e-06 ... -9.06553123e-06
  -1.03994762e-05 -1.07852820e-05]
 [-8.44890565e-06 -1.64346020e-05 -2.32245602e-05 ... -1.19611032e-05
  -1.40655984e-05 -1.42441995e-05]
 [ 3.57466115e-06 -7.48310367e-06 -1.30091184e-05 ... -9.84564485e-06
  -9.92302921e-06 -1.38208497e-05]]"
26,1,1,1,27,2,5,"[[ 1.09678040e-05  9.47857461e-06  8.50398283e-06 ... -8.65065012e-05
  -1.08853063e-04 -1.17669864e-04]
 [ 1.95953271e-05  1.88265676e-05  1.86976740e-05 ...  2.08405163e-05
   1.26138066e-05  8.51478399e-06]
 [ 8.79192430e-06  7.99616282e-06  7.52261167e-06 ...  1.13966580e-05
   1.01305577e-05  7.56010786e-06]
 ...
 [-1.40871252e-05 -1.21797029e-05 -1.17685468e-05 ... -1.91323197e-05
  -2.56009280e-05 -2.89178352e-05]
 [-1.71973370e-05 -1.89391376e-05 -2.15576347e-05 ... -1.51001641e-05
  -1.93474953e-05 -2.08555084e-05]
 [-4.99298994e-06 -5.67187408e-06 -6.18745889e-06 ... -2.98022005e-05
  -6.70988593e-05 -9.25147979e-05]]"
27,1,1,1,28,2,5,"[[ 1.47345272e-05  1.57724608e-05  1.80119969e-05 ... -3.90289933e-05
  -5.80218548e-05 -5.93924960e-05]
 [ 1.90484079e-05  1.98149464e-05  2.03175332e-05 ...  2.02854862e-05
   1.78078517e-05  1.88163722e-05]
 [ 1.02523527e-05  1.15255680e-05  1.20828981e-05 ...  2.26600932e-05
   2.18048044e-05  2.20587572e-05]
 ...
 [-1.01871265e-05 -1.37447450e-05 -1.39310123e-05 ... -1.62854139e-05
  -1.78004684e-05 -1.93437736e-05]
 [-7.17922740e-06 -9.07575759e-06 -9.64638457e-06 ... -1.66615682e-05
  -1.84674864e-05 -2.32884850e-05]
 [-8.40194298e-06 -7.49146602e-06 -7.31733189e-06 ... -2.94002621e-05
  -3.59222795e-05 -4.13778798e-05]]"
28,1,1,1,29,2,5,"[[ 9.58282271e-06  1.00349898e-05  9.73520036e-06 ... -1.45433209e-04
  -7.88631078e-05  5.06248512e-07]
 [ 2.26448956e-05  2.30828155e-05  2.21657392e-05 ...  4.42957535e-05
   3.61560888e-05  2.74386166e-05]
 [ 1.24706003e-05  1.08854110e-05  9.11475672e-06 ...  2.34859872e-05
   2.15798827e-05  2.03131731e-05]
 ...
 [-1.34556085e-05 -1.55549733e-05 -1.81163268e-05 ... -7.79570928e-06
  -8.83568737e-06 -8.80731841e-06]
 [-1.53017554e-05 -1.58043549e-05 -1.37454708e-05 ... -5.19775358e-06
  -8.58923522e-06 -1.13177075e-05]
 [-1.13219521e-05 -9.94465427e-06 -8.37595417e-06 ... -6.65896441e-05
  -5.54266517e-05 -3.66319146e-05]]"
29,1,1,1,30,2,5,"[[ 1.44623082e-05  1.12874714e-05  1.06475718e-05 ...  1.18726957e-05
  -1.44874957e-06  6.56768066e-07]
 [ 1.94559925e-05  1.97821228e-05  1.93843043e-05 ...  1.71117026e-05
   2.14385946e-05  2.48365213e-05]
 [ 8.39266340e-06  8.42942063e-06  8.80156131e-06 ...  1.48464414e-06
   3.84875079e-07  9.92695846e-07]
 ...
 [-1.24395665e-05 -9.61615297e-06 -8.51613549e-06 ... -1.62928391e-05
  -1.52670618e-05 -1.37583720e-05]
 [-5.01825843e-06 -5.72122872e-06 -5.69262193e-06 ... -1.94620789e-05
  -1.61355856e-05 -1.14482682e-05]
 [-7.74635009e-06 -7.06436549e-06 -7.62955460e-06 ... -3.37059510e-06
  -4.23515939e-06 -7.68645987e-06]]"
30,1,1,1,31,4,4,"[[ 5.4450297e-06  1.0387133e-05  1.5106561e-05 ... -7.7425881e-07
  -6.4370721e-07  2.9415878e-06]
 [ 2.0033869e-05  2.3480812e-05  2.6897307e-05 ...  7.0394181e-06
   5.6110930e-06  6.8419704e-06]
 [ 1.0430595e-05  1.0717133e-05  1.1696141e-05 ...  5.2480696e-06
   1.0916837e-05  1.8072999e-05]
 ...
 [-8.2302522e-06 -8.4048925e-06 -8.4542935e-06 ... -8.3829291e-06
  -8.5505390e-06 -6.0068264e-06]
 [-1.5008400e-05 -1.3754886e-05 -1.1692102e-05 ... -6.2710997e-06
  -5.8530163e-06 -4.5218544e-06]
 [ 4.2958754e-06  3.6887718e-06  3.8451544e-06 ... -8.8579091e-06
  -7.7450459e-06 -5.0227231e-06]]"
31,1,1,1,32,4,4,"[[ 1.04086275e-05  1.01074975e-05  8.62313846e-06 ...  6.80884705e-06
  -3.52141865e-06 -1.60468026e-05]
 [ 1.99547740e-05  2.14419179e-05  2.20472266e-05 ...  1.70653784e-05
   1.33119938e-05  1.19828255e-05]
 [ 7.81892595e-06  5.84087684e-06  6.72556553e-06 ...  2.61652149e-05
   4.32912930e-05  5.30515536e-05]
 ...
 [-9.14046086e-06 -9.28496138e-06 -9.55046289e-06 ... -1.12468560e-05
  -9.72182897e-06 -1.10859319e-05]
 [-9.19785907e-06 -1.05653316e-05 -1.28868332e-05 ... -1.42797207e-05
  -1.36602494e-05 -1.40149086e-05]
 [-1.08499771e-05 -8.62963498e-06 -6.81993424e-06 ... -2.64698174e-05
  -2.75359325e-05 -2.61071418e-05]]"
32,1,1,1,33,4,4,"[[ 1.02231506e-05  1.14058912e-05  9.89852833e-06 ... -4.00509771e-06
  -1.14809527e-05 -1.05299141e-05]
 [ 2.01920702e-05  1.94606291e-05  1.85516565e-05 ...  3.27983325e-05
   2.86886807e-05  2.56323910e-05]
 [ 7.26264761e-06  5.72404588e-06  6.43273461e-06 ...  2.54027527e-05
   2.82601122e-05  2.89548589e-05]
 ...
 [-7.19153832e-06 -7.72619023e-06 -1.06134657e-05 ... -1.13775759e-05
  -1.06324114e-05 -8.84541623e-06]
 [-9.15252804e-06 -8.71588600e-06 -7.73735792e-06 ... -1.14400900e-05
  -1.10904803e-05 -1.24029748e-05]
 [-8.90973661e-06 -1.10740511e-05 -1.04505725e-05 ... -1.04246064e-05
  -9.46011460e-06 -7.63077242e-06]]"
33,1,1,1,34,4,4,"[[ 1.30296930e-05  1.22627334e-05  1.19833057e-05 ...  1.39928052e-05
   1.48736035e-05  1.51145214e-05]
 [ 2.18362165e-05  2.21762621e-05  2.18017085e-05 ...  3.39155413e-05
   3.61243765e-05  3.66084168e-05]
 [ 1.07083279e-05  1.06274865e-05  1.19707074e-05 ...  3.06691873e-05
   2.67513096e-05  1.69298837e-05]
 ...
 [-1.11579566e-05 -1.15930688e-05 -1.01958685e-05 ... -7.26006738e-06
  -6.54390305e-06 -5.76813318e-06]
 [-1.13897886e-05 -1.10661149e-05 -9.26960365e-06 ... -3.02735657e-06
  -3.01526006e-06 -3.62162177e-06]
 [-8.84400924e-06 -6.45877071e-06 -3.92094171e-06 ...  2.91434867e-06
   6.73058457e-06  9.52075607e-06]]"
